Drop Rate,Activation Function,Learning Rates,CF Size,Mean Accuracy,Accuracy Standard Error,Mean AUC,AUC Standard Error,SummaryObject
0.3,SGD,0.01,12.0,0.5668674698795181,0.06241120852097971,0.6735699767711963,0.07055008477757024,<__main__.CNNSummary object at 0x0000027D93563EF0>
0.3,SGD,0.01,16.0,0.6903614457831326,0.07727180546909006,0.8584349593495935,0.07004391542894459,<__main__.CNNSummary object at 0x0000027D9B35AD20>
0.3,SGD,0.01,20.0,0.6867469879518072,0.08589884067237229,0.789561556329849,0.10200104886869782,<__main__.CNNSummary object at 0x0000027D9B2FC770>
0.3,ADAM,0.001,4.0,0.8716867469879517,0.026286053288278825,0.9576074332171893,0.007823337776128881,<__main__.CNNSummary object at 0x0000027D9B3C0800>
0.3,ADAM,0.001,8.0,0.846987951807229,0.010407923218777707,0.9463051684088271,0.0036258983285398527,<__main__.CNNSummary object at 0x0000027D9AF1CAA0>
0.3,ADAM,0.001,12.0,0.8777108433734939,0.006842058247952133,0.9574549941927991,0.004182523463112795,<__main__.CNNSummary object at 0x0000027D99F694C0>
0.3,ADAM,0.001,16.0,0.8614457831325302,0.01890645159816292,0.9595528455284553,0.0047832025812212684,<__main__.CNNSummary object at 0x0000027D9B2FE5A0>
0.3,ADAM,0.001,20.0,0.7626506024096387,0.07256098490718768,0.8793481416957029,0.05956818730583167,<__main__.CNNSummary object at 0x0000027D9B42BB30>
0.3,ADAM,0.005,4.0,0.8421686746987952,0.037032272022418516,0.9591898954703832,0.007012553929857682,<__main__.CNNSummary object at 0x0000027D9B10A870>
0.3,ADAM,0.005,8.0,0.822289156626506,0.040801858988385745,0.9603513356562138,0.004981237987868612,<__main__.CNNSummary object at 0x0000027D9B3C1520>
0.3,ADAM,0.005,12.0,0.8656626506024097,0.027779511566671876,0.9663327526132404,0.008355033079497635,<__main__.CNNSummary object at 0x0000027D8BAFC440>
0.3,ADAM,0.005,16.0,0.7801204819277109,0.05846012321811607,0.9528310104529616,0.0084268109019142,<__main__.CNNSummary object at 0x0000027D9AEB7320>
0.3,ADAM,0.005,20.0,0.827710843373494,0.02458835136380549,0.9611353077816494,0.0033186101927917557,<__main__.CNNSummary object at 0x0000027D9B4929F0>
0.3,ADAM,0.01,4.0,0.6897590361445782,0.07311277794433145,0.7898519163763067,0.08650501537322913,<__main__.CNNSummary object at 0x0000027D9B6F3230>
0.3,ADAM,0.01,8.0,0.7662650602409637,0.04279441074418575,0.9043844367015099,0.030925680605031244,<__main__.CNNSummary object at 0x0000027D9B5CA7E0>
0.3,ADAM,0.01,12.0,0.6313253012048193,0.05739987148107929,0.8170150987224158,0.03981818476751653,<__main__.CNNSummary object at 0x0000027D9B16D520>
0.3,ADAM,0.01,16.0,0.7078313253012049,0.05603543090421185,0.8699332171893147,0.044011638322036396,<__main__.CNNSummary object at 0x0000027D9B4911C0>
0.3,ADAM,0.01,20.0,0.6301204819277109,0.04959737735329515,0.8154398954703833,0.03601636106807743,<__main__.CNNSummary object at 0x0000027D9B833230>
