Drop Rate,Activation Function,Learning Rates,CF Size,Mean Accuracy,Accuracy Standard Error,Mean AUC,AUC Standard Error,SummaryObject
0.05,ADAM,0.001,12.0,0.4528301886792453,0.0,0.5238505747126437,0.03873612247719994,<__main__.CNNSummary object at 0x0000027D90FE7EC0>
0.05,ADAM,0.001,16.0,0.49433962264150944,0.0269487865228032,0.5919540229885057,0.051454036147902255,<__main__.CNNSummary object at 0x0000027D91356720>
0.05,ADAM,0.001,20.0,0.4716981132075472,0.018867924528301883,0.5056034482758621,0.05045149730576599,<__main__.CNNSummary object at 0x0000027D90CE0F20>
0.05,ADAM,0.005,4.0,0.5207547169811321,0.04327299977803665,0.6683908045977012,0.0676926965236064,<__main__.CNNSummary object at 0x0000027D912A3FB0>
0.05,ADAM,0.005,8.0,0.569811320754717,0.07317252614968044,0.8008620689655173,0.04599182591789246,<__main__.CNNSummary object at 0x0000027D910B6A20>
0.05,ADAM,0.005,12.0,0.5094339622641509,0.05660377358490564,0.7864942528735632,0.02120701336291537,<__main__.CNNSummary object at 0x0000027D90E4E330>
0.05,ADAM,0.005,16.0,0.5283018867924528,0.047732492983673644,0.7238505747126436,0.0676698208254484,<__main__.CNNSummary object at 0x0000027D90C10B00>
0.05,ADAM,0.005,20.0,0.5660377358490566,0.0703447240841783,0.825287356321839,0.025864463490680053,<__main__.CNNSummary object at 0x0000027D91118D10>
0.05,ADAM,0.01,4.0,0.5320754716981131,0.03599770571384699,0.6867816091954022,0.0478191484710546,<__main__.CNNSummary object at 0x0000027D910B6120>
0.05,ADAM,0.01,8.0,0.5924528301886792,0.04116495137598381,0.8097701149425287,0.061814345777519646,<__main__.CNNSummary object at 0x0000027D90DD6240>
0.05,ADAM,0.01,12.0,0.5433962264150943,0.06037735849056605,0.6804597701149425,0.0506994608286208,<__main__.CNNSummary object at 0x0000027D913471D0>
0.05,ADAM,0.01,16.0,0.5132075471698113,0.04107837935297592,0.653448275862069,0.06668802917740277,<__main__.CNNSummary object at 0x0000027D913BEC00>
0.05,ADAM,0.01,20.0,0.4528301886792453,0.0,0.6597701149425287,0.027068751981977397,<__main__.CNNSummary object at 0x0000027D910B5E80>
0.1,SGD,0.001,4.0,0.49056603773584906,0.023108393799841295,0.5158045977011494,0.0426339371406833,<__main__.CNNSummary object at 0x0000027D910B4980>
0.1,SGD,0.001,8.0,0.47547169811320755,0.018293131537420106,0.4709770114942529,0.03447198107436587,<__main__.CNNSummary object at 0x0000027D90831640>
0.1,SGD,0.001,12.0,0.5169811320754717,0.027080566215862866,0.5367816091954023,0.036834888674313844,<__main__.CNNSummary object at 0x0000027D91235FA0>
0.1,SGD,0.001,16.0,0.4830188679245283,0.017497393387727735,0.4764367816091954,0.034484554550933334,<__main__.CNNSummary object at 0x0000027D914F72C0>
0.1,SGD,0.001,20.0,0.5207547169811321,0.018486715039873036,0.4416666666666666,0.04312882394809752,<__main__.CNNSummary object at 0x0000027D915577D0>
0.1,SGD,0.005,4.0,0.5283018867924529,0.018867924528301883,0.5103448275862069,0.028919669288676435,<__main__.CNNSummary object at 0x0000027D912BAD20>
0.1,SGD,0.005,8.0,0.5094339622641509,0.0231083937998413,0.5660919540229885,0.042181226229388157,<__main__.CNNSummary object at 0x0000027D914317C0>
0.1,SGD,0.005,12.0,0.49056603773584906,0.0231083937998413,0.5471264367816092,0.060599830666539976,<__main__.CNNSummary object at 0x0000027D926DB230>
0.1,SGD,0.005,16.0,0.49056603773584906,0.0231083937998413,0.4933908045977011,0.029594213609951493,<__main__.CNNSummary object at 0x0000027D9104F320>
0.1,SGD,0.005,20.0,0.4716981132075471,0.01886792452830188,0.5169540229885057,0.05179871698716786,<__main__.CNNSummary object at 0x0000027D9273D7C0>
0.1,SGD,0.01,4.0,0.49056603773584906,0.0231083937998413,0.4727011494252874,0.04730700269128494,<__main__.CNNSummary object at 0x0000027D926D97C0>
0.1,SGD,0.01,8.0,0.5320754716981131,0.020145430664210016,0.535919540229885,0.02646955739376862,<__main__.CNNSummary object at 0x0000027D927F8DD0>
0.1,SGD,0.01,12.0,0.4981132075471698,0.02836471014787341,0.49511494252873567,0.03455332817224846,<__main__.CNNSummary object at 0x0000027D926DB9E0>
0.1,SGD,0.01,16.0,0.4981132075471698,0.02117919275532419,0.5051724137931035,0.0356153788699369,<__main__.CNNSummary object at 0x0000027D9279E810>
0.1,SGD,0.01,20.0,0.47547169811320755,0.03235175131977781,0.5488505747126438,0.05384769187195106,<__main__.CNNSummary object at 0x0000027D928BE480>
0.1,ADAM,0.001,4.0,0.4679245283018868,0.020145430664210016,0.5683908045977011,0.05869494676992629,<__main__.CNNSummary object at 0x0000027D90BDA660>
0.1,ADAM,0.001,8.0,0.4528301886792453,0.0,0.4801724137931035,0.03232407388327082,<__main__.CNNSummary object at 0x0000027D90BD93A0>
0.1,ADAM,0.001,12.0,0.4943396226415094,0.0328973505172881,0.5962643678160919,0.038630459389635115,<__main__.CNNSummary object at 0x0000027D928BF350>
0.1,ADAM,0.001,16.0,0.4716981132075471,0.018867924528301883,0.44367816091954027,0.05447922717591326,<__main__.CNNSummary object at 0x0000027D90BA0410>
0.1,ADAM,0.001,20.0,0.46037735849056605,0.007547169811320751,0.5632183908045977,0.03026463738196889,<__main__.CNNSummary object at 0x0000027D92856FF0>
0.1,ADAM,0.005,4.0,0.5056603773584906,0.052830188679245264,0.6201149425287357,0.06552984351475923,<__main__.CNNSummary object at 0x0000027D90C49310>
0.1,ADAM,0.005,8.0,0.5735849056603775,0.07394686015949217,0.785919540229885,0.061021791221099186,<__main__.CNNSummary object at 0x0000027D90BA3C80>
0.1,ADAM,0.005,12.0,0.5245283018867923,0.05481448696729791,0.7600574712643678,0.0613591544244366,<__main__.CNNSummary object at 0x0000027D90BF3230>
0.1,ADAM,0.005,16.0,0.5132075471698114,0.06037735849056605,0.6580459770114943,0.06542958948222427,<__main__.CNNSummary object at 0x0000027D90833980>
0.1,ADAM,0.005,20.0,0.4528301886792453,0.0,0.7097701149425288,0.03646992129415704,<__main__.CNNSummary object at 0x0000027D90596C00>
