AaegL5_2	220967505	220986154	3.104486692
AaegL5_1	25920591	25924436	2.570584992
AaegL5_2	224933730	225042437	1.664625771
AaegL5_3	374043424	374051004	1.953061534
AaegL5_2	421422586	421425664	2.004752377
AaegL5_1	32996487	33001283	3.436027116
AaegL5_3	89581796	89591628	1.961293368
NIGP01002135	3505	22328	1.727268864
AaegL5_1	1301798	1321318	1.190697715
AaegL5_3	275518083	275527398	2.299211635
AaegL5_3	78478900	78482598	2.106160251
AaegL5_3	84776008	84803427	1.48728046
AaegL5_3	195080980	195089761	2.009461915
AaegL5_2	188641031	188650199	1.781247447
AaegL5_2	222512548	222531037	1.063252751
NIGP01002190	10340	20788	2.088265817
NIGP01001949	56200	63556	2.137920159
AaegL5_1	158571413	158588092	1.420667541
AaegL5_1	283157429	283161309	2.223561485
AaegL5_2	101133662	101136420	1.522227712
NIGP01000304	3037	138257	1.238272127
AaegL5_2	81492275	81496288	1.932862317
AaegL5_2	306349766	306354110	1.407648372
AaegL5_3	304927096	304930788	2.130478152
AaegL5_2	228358032	228379305	1.407708526
AaegL5_2	230282139	230308507	1.2092451
AaegL5_3	147836676	147881275	1.529474006
AaegL5_3	319668498	319671833	2.016893837
AaegL5_3	160609294	160626376	1.136949955
AaegL5_1	285137503	285142171	1.726670622
AaegL5_1	158449533	158455933	1.563735341
AaegL5_2	317860002	317870893	1.524265058
AaegL5_2	118983842	118991258	1.507441677
AaegL5_2	152781794	152811408	1.521350631
AaegL5_3	374228988	374238573	1.289278835
AaegL5_2	253315182	253321914	1.646503847
AaegL5_3	206283794	206300517	1.134919118
AaegL5_3	161465196	161468885	1.603730424
AaegL5_2	229728827	229755248	1.153681725
AaegL5_3	164835320	164844932	1.817635597
AaegL5_3	242872236	242883549	1.625345463
AaegL5_1	22795583	22823328	1.836109058
AaegL5_2	187324581	187328591	2.007878086
AaegL5_2	153168681	153177751	1.536989097
NIGP01001641	44316	48222	1.379826717
AaegL5_1	137139737	137147880	1.76355407
AaegL5_1	151684744	151691711	1.618451385
AaegL5_3	12984428	13032781	1.045244594
AaegL5_1	172817116	172824859	1.245998988
AaegL5_3	404088256	404113535	0.942958582
AaegL5_1	177346979	177365067	1.061665334
AaegL5_3	374204253	374208358	1.422688781
AaegL5_2	206265824	206271324	1.647211475
AaegL5_2	312638161	312644953	1.422175849
AaegL5_1	242824313	242864194	0.96599847
AaegL5_2	401349388	401368095	1.508307495
AaegL5_2	374590777	374613108	1.492711986
AaegL5_2	205372133	205374437	2.000562292
AaegL5_3	22110015	22116976	1.793442725
AaegL5_1	117145206	117148434	1.873985427
AaegL5_2	249275602	249282017	1.543223439
AaegL5_1	32976490	32985485	1.684390026
AaegL5_2	219948247	219979379	0.714518409
AaegL5_3	203973447	203982378	1.500449485
AaegL5_2	450860146	450868327	1.478444011
AaegL5_3	65998985	66000950	1.563282691
AaegL5_3	380428642	380454746	0.780760866
AaegL5_3	373232744	373243567	1.150206196
AaegL5_2	175227558	175232271	1.363312782
AaegL5_3	191956225	191966595	1.411510661
AaegL5_2	414641382	414645152	1.7508259
NIGP01000727	344667	349801	1.634690029
AaegL5_2	286482761	286490351	1.115922792
AaegL5_1	14233496	14245155	0.864085593
AaegL5_3	148210903	148242852	1.453396762
AaegL5_1	29317296	29325430	1.14173823
AaegL5_2	229520837	229595809	0.684352479
AaegL5_3	216259453	216270246	1.117697443
AaegL5_2	466525357	466529904	1.635458504
AaegL5_1	232981288	233011497	0.76941322
AaegL5_1	283178535	283183905	1.32202656
AaegL5_1	168075263	168156972	0.610737096
AaegL5_2	344981962	344990146	1.46076756
AaegL5_2	125939514	125943428	1.139776829
AaegL5_2	228591031	229503293	0.627297957
AaegL5_2	261235284	261239735	1.319219726
AaegL5_1	208870932	208883218	1.253140129
AaegL5_1	14583149	14737237	0.632381399
AaegL5_1	151429423	151454320	1.141517514
AaegL5_3	200315137	200317709	1.26297822
AaegL5_1	182554830	182562069	1.514349217
AaegL5_3	202779977	202828123	0.82254601
AaegL5_3	313889668	313903897	0.796737071
AaegL5_3	117007955	117013217	1.071503301
AaegL5_3	330155862	330163505	1.459996967
AaegL5_2	233815001	233821507	1.445721351
AaegL5_3	370308559	370318406	1.216060941
AaegL5_3	201814852	201818824	1.068640625
AaegL5_2	350511274	350516425	1.378148384
AaegL5_1	157154527	157167767	1.053171898
AaegL5_1	271676317	271728042	0.946704344
AaegL5_3	378825167	378827405	1.727959436
AaegL5_1	151288912	151306719	0.947298081
AaegL5_2	307757889	307775208	1.142047586
AaegL5_1	150897212	151105322	0.73759595
AaegL5_3	398889172	398895708	1.176992293
AaegL5_2	246660450	246672407	0.952041741
AaegL5_1	131584881	131588691	1.272916035
AaegL5_3	8303215	8314641	1.249277496
AaegL5_2	247477277	247493932	0.977116499
AaegL5_1	149059089	149066104	1.172669842
AaegL5_2	229666724	229695168	0.788235316
AaegL5_1	12665108	12670957	1.38738189
AaegL5_2	217345730	217351049	1.282462131
AaegL5_1	200343470	200349679	1.03485057
AaegL5_2	399818387	399826725	1.230366685
AaegL5_3	187718036	187724534	1.029729749
AaegL5_1	134691743	134700280	0.966549509
AaegL5_3	84491483	84497607	1.182650416
NIGP01001771	96716	99277	1.296146566
AaegL5_3	323092444	323103597	1.561733849
AaegL5_2	350910873	350931659	1.363278136
AaegL5_2	298467507	298474219	1.069674804
AaegL5_3	305281536	305286777	0.924170903
AaegL5_2	93637480	93639886	1.464924288
AaegL5_3	78551653	78559635	0.976984183
AaegL5_3	197751623	197767320	0.994619341
AaegL5_3	209929482	209938332	1.002069821
AaegL5_1	12467727	12473348	1.514409106
AaegL5_1	168211363	168223978	0.897329378
AaegL5_2	190116486	190189280	1.259498964
AaegL5_2	92611595	92614613	1.064269459
AaegL5_2	119767082	119802567	1.413330068
AaegL5_2	295056463	295061748	0.86968396
AaegL5_3	169313272	169317904	1.198934735
AaegL5_1	243876658	243884371	1.055385987
AaegL5_2	101950293	101963069	0.824167837
AaegL5_3	188028279	188042734	0.899511475
AaegL5_3	25369118	25389181	1.095393832
AaegL5_2	89500665	89507274	1.279694523
AaegL5_3	34159375	34215284	0.670507599
AaegL5_3	18610235	18617390	0.927171821
AaegL5_3	187760817	187787122	0.849914122
AaegL5_2	293606963	293613456	1.090846588
AaegL5_3	206782401	206787867	0.919087181
AaegL5_1	64035222	64044645	1.513492706
AaegL5_2	417090212	417095230	1.293669511
AaegL5_3	107274513	107283617	1.222847971
AaegL5_2	213537514	213539947	1.458513361
AaegL5_1	1322161	1362872	0.538427901
AaegL5_2	374678150	374682095	1.099520825
AaegL5_3	22072916	22104005	0.650277815
AaegL5_3	308718748	308725380	1.134228943
NIGP01000066	14383	17213	1.325354514
AaegL5_3	198232632	198257935	0.642435194
AaegL5_1	150752917	150837396	0.729180248
AaegL5_1	172968114	172979522	0.685388808
AaegL5_2	109076362	109079058	0.901507895
AaegL5_2	183376668	183391685	1.220267945
NIGP01000267	811	13307	1.169818725
AaegL5_1	190613149	190627048	1.287697915
AaegL5_2	372927847	372932802	1.084280722
AaegL5_1	201376729	201418436	1.247075549
AaegL5_3	38217050	38224650	1.002638385
AaegL5_2	473440430	473444664	0.964499305
AaegL5_3	121764035	121770576	1.008661005
AaegL5_1	21019202	21022290	1.145552834
AaegL5_2	55657413	55664395	0.937620991
AaegL5_1	178875606	178884025	0.859189264
AaegL5_2	229808627	229826809	0.597049555
AaegL5_2	48273089	48284797	0.685860303
AaegL5_3	197867172	198226104	0.339398131
AaegL5_1	153401328	153413543	1.13370649
AaegL5_2	141493627	141497997	1.056375989
AaegL5_1	153774537	154653702	0.449834707
AaegL5_2	1406749	1412197	1.3558712
AaegL5_1	150179241	150191041	0.838868944
AaegL5_2	222277708	222287750	0.808292226
AaegL5_1	218415663	218423506	1.216122947
AaegL5_1	154680486	155043386	0.532014604
NIGP01000414	36649	65940	0.952940532
AaegL5_3	212288452	212293986	1.116741954
AaegL5_2	159717715	159722669	1.109565386
AaegL5_2	276862516	276885203	0.685075989
AaegL5_3	171672592	171676686	1.244488172
AaegL5_2	225214231	225229904	0.573925105
AaegL5_2	110972779	110983989	1.00518807
AaegL5_2	87597757	87604764	1.003699837
AaegL5_2	111025345	111033874	0.9279241
AaegL5_2	193564915	193585360	0.626210297
AaegL5_2	228061261	228070785	1.13625329
AaegL5_1	217122761	217153765	0.695021924
AaegL5_2	222342552	222347954	0.978438014
AaegL5_3	198325189	198329788	1.143467901
AaegL5_2	282182460	282199229	0.630710919
AaegL5_3	154218556	154226341	1.051278441
AaegL5_3	191094235	191132447	0.583430152
AaegL5_1	15496755	15502431	1.156232177
AaegL5_2	246379361	246398638	0.620556828
AaegL5_3	92245333	92249388	0.957140934
AaegL5_1	147629716	147642386	0.930742859
AaegL5_3	177855420	177868186	0.788656915
AaegL5_1	157130970	157138418	0.785538796
AaegL5_1	3038941	3052851	0.779970868
AaegL5_3	191808172	191812379	0.789561863
AaegL5_3	206845714	206854780	0.920447637
AaegL5_3	331734465	331742920	0.876965773
AaegL5_2	85390256	85398899	0.751330243
AaegL5_3	254411092	254422309	0.962728628
AaegL5_2	186961628	186969291	0.770311305
AaegL5_3	133936986	133948888	0.693951203
AaegL5_2	330793238	330801204	0.76625282
AaegL5_2	153189805	153203457	0.879563431
AaegL5_2	317288736	317297749	0.582738617
AaegL5_2	321621785	321628256	0.992140805
AaegL5_2	246434440	246444970	0.763729231
AaegL5_2	112930293	112946190	0.669437693
AaegL5_1	252021433	252025411	0.944896255
AaegL5_2	83849040	83916375	0.560303932
AaegL5_1	12410801	12418000	1.346040431
AaegL5_1	167853197	168036408	0.393139427
AaegL5_3	176727199	176739158	0.680505534
AaegL5_2	215037579	215040543	0.818656587
AaegL5_3	252413504	252422785	0.979377303
AaegL5_1	151163576	151280195	0.466577829
AaegL5_1	57140009	57145500	0.876036038
AaegL5_2	229955782	230233430	0.322573157
AaegL5_2	302280517	302291414	0.710595095
AaegL5_2	251191477	251205059	0.571025922
AaegL5_3	68542732	68545783	0.950967556
AaegL5_2	81956887	81963375	0.981841271
AaegL5_2	78949136	78957462	0.984543828
AaegL5_3	96863263	96871458	0.625608799
NIGP01001915	11592	52637	0.608759792
AaegL5_2	20516244	20521410	0.668935345
AaegL5_2	251614808	251618296	1.476948829
AaegL5_3	204077554	204320046	0.298641656
AaegL5_3	196277916	196280351	0.788921473
AaegL5_3	147439169	147444311	0.732927412
AaegL5_3	218415412	218420103	0.961901493
AaegL5_3	176276125	176302929	0.58230713
AaegL5_3	202012814	202028713	0.742763387
AaegL5_3	402502783	402508749	0.851071922
AaegL5_2	420610292	420623411	0.795687826
AaegL5_2	111677389	111715181	0.57286785
AaegL5_2	274241611	274255582	0.713044286
AaegL5_2	223079925	223183034	0.389027667
AaegL5_2	168907460	168910990	1.07500595
AaegL5_2	398915194	398928502	0.599819179
